Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
Germany,2001,HIV/AIDS,Viral,10.76,1.63,9.98,19-35,Male,613533,52.88,3.44,9.98,Vaccination,14101,No,57.18,2619,1.59,82114,0.44,73.68
South Africa,2007,Asthma,Autoimmune,10.82,13.59,2.95,19-35,Other,910614,88.63,1.8,5.36,Medication,34382,No,63.33,4816,8.47,64395,0.74,55.42
Mexico,2024,Tuberculosis,Bacterial,5.11,6.67,4.06,36-60,Female,706317,83.39,1.76,3.35,Vaccination,48079,No,74.38,490,3.14,82742,0.52,72.29
Russia,2011,HIV/AIDS,Respiratory,3.1,13.44,6.73,0-18,Female,488321,76.41,4.72,4.77,Therapy,8447,Yes,82.22,4540,1.03,87643,0.7,32.48
France,2017,COVID-19,Cardiovascular,0.34,1.99,9.8,36-60,Female,310643,72.04,0.98,3.28,Therapy,4577,Yes,97.8,4780,8.29,10433,0.54,66.23
Australia,2020,Rabies,Autoimmune,14.48,5.3,5.79,36-60,Other,271681,69.07,3.18,6.81,Vaccination,34043,No,60.37,4083,5.71,13357,0.43,45.98
Italy,2013,Cholera,Genetic,19.37,8.2,9.63,61+,Female,225582,94.48,4.24,8.08,Therapy,3602,No,74.67,205,9.35,55506,0.65,42.64
Italy,2010,COVID-19,Neurological,2.04,1.5,9.3,61+,Other,913913,94.13,4.97,1.65,Surgery,10181,No,92.2,4869,2.42,10123,0.5,24.17
South Korea,2001,Parkinson's Disease,Respiratory,19.53,3.99,7.76,0-18,Female,423807,78.58,3.65,4.68,Therapy,22662,Yes,61.87,1265,1.31,36824,0.67,62.6
South Korea,2009,Hypertension,Neurological,0.57,5.73,6.11,19-35,Other,423715,88.58,4.63,5.17,Medication,48175,Yes,55.73,458,0.06,69542,0.5,35.0
France,2000,Alzheimer's Disease,Bacterial,15.29,9.55,2.34,36-60,Male,464912,65.67,4.5,7.18,Medication,35861,Yes,72.9,1878,4.54,99850,0.53,85.72
Germany,2008,Malaria,Neurological,15.52,4.04,5.56,0-18,Other,369484,52.87,2.83,2.19,Medication,5050,Yes,84.68,852,1.55,23675,0.78,47.95
Russia,2000,Zika,Bacterial,13.48,5.97,7.07,19-35,Male,926705,62.16,1.29,3.57,Vaccination,6482,Yes,60.7,3453,5.15,17853,0.73,44.36
Nigeria,2012,Malaria,Genetic,1.13,0.76,4.89,36-60,Male,748293,52.66,2.17,5.25,Surgery,13680,No,96.05,253,6.9,8552,0.82,69.64
Turkey,2004,Malaria,Bacterial,15.95,2.02,0.19,19-35,Male,326191,77.92,0.77,7.84,Medication,29990,Yes,54.86,2090,1.99,43946,0.81,66.76
Canada,2015,Cancer,Cardiovascular,14.37,2.89,6.87,61+,Male,836864,59.1,2.01,8.78,Medication,5735,Yes,94.84,4644,1.63,48744,0.48,57.88
Indonesia,2014,Cancer,Parasitic,19.48,11.11,1.0,61+,Female,129489,81.68,3.53,3.41,Vaccination,48075,No,52.34,1029,6.08,66580,0.44,59.71
Canada,2003,Measles,Genetic,6.52,13.78,6.59,36-60,Other,600739,90.88,3.76,3.79,Medication,27098,No,75.89,1797,5.86,55493,0.47,62.98
Mexico,2014,Cancer,Respiratory,0.19,7.99,4.42,19-35,Female,652659,97.42,0.9,4.83,Therapy,42879,Yes,60.68,4299,2.91,97276,0.81,34.25
Nigeria,2021,Asthma,Cardiovascular,8.58,0.69,7.43,0-18,Female,801434,76.19,2.31,4.35,Surgery,18790,No,59.51,2882,9.98,97438,0.6,80.59
Argentina,2008,Cancer,Respiratory,3.17,11.6,7.97,61+,Female,441384,71.71,3.37,0.6,Therapy,25620,Yes,76.31,3284,7.05,24571,0.73,45.24
USA,2010,Influenza,Neurological,5.46,10.74,8.96,61+,Other,406621,96.61,4.66,2.82,Therapy,766,No,76.5,4821,6.1,77225,0.53,66.17
UK,2017,Measles,Chronic,19.18,9.86,9.87,0-18,Other,288565,61.25,4.03,2.98,Surgery,28059,Yes,76.72,434,5.34,29265,0.74,30.26
Japan,2000,COVID-19,Autoimmune,19.13,2.17,0.8,61+,Female,853674,92.27,4.77,2.82,Therapy,21691,Yes,88.79,773,9.71,25249,0.79,39.54
Germany,2014,Asthma,Viral,7.55,7.46,4.52,19-35,Other,575784,65.26,1.99,2.55,Surgery,36028,Yes,52.04,3252,8.15,47790,0.84,68.14
Italy,2023,Cholera,Bacterial,5.02,0.72,5.49,19-35,Female,185426,60.12,2.65,1.28,Medication,33596,No,50.86,4168,5.97,47193,0.77,74.68
Turkey,2015,Cholera,Cardiovascular,8.57,1.59,5.75,36-60,Female,450110,57.94,2.32,8.81,Medication,35331,No,57.29,1339,5.07,81870,0.5,32.73
Argentina,2013,Polio,Autoimmune,4.36,4.23,1.04,61+,Other,3846,54.38,3.85,2.91,Surgery,23348,No,89.35,2414,3.18,84547,0.64,33.89
Brazil,2012,Zika,Parasitic,17.53,1.77,4.92,0-18,Male,704587,56.94,3.63,1.31,Medication,35130,No,67.34,2808,5.71,79693,0.7,86.78
Turkey,2018,Ebola,Chronic,3.38,12.47,4.63,19-35,Other,425348,86.29,3.26,3.67,Medication,36134,Yes,65.02,4002,6.77,51000,0.74,35.66
Japan,2008,Diabetes,Bacterial,11.38,7.8,9.38,61+,Male,157691,65.88,1.87,2.18,Therapy,20025,No,76.55,3032,0.01,9564,0.49,74.03
Canada,2007,Parkinson's Disease,Chronic,3.89,14.14,6.65,0-18,Male,441009,67.61,2.69,2.4,Medication,31816,No,53.88,3027,9.03,18272,0.66,22.31
India,2015,Measles,Viral,3.01,6.77,2.85,36-60,Other,505259,61.95,4.13,5.28,Vaccination,27749,Yes,72.34,3894,5.39,53857,0.62,59.12
South Africa,2020,Hypertension,Viral,13.67,4.27,2.36,61+,Male,713572,79.47,2.96,2.85,Medication,32052,Yes,82.11,963,3.17,11017,0.74,22.83
India,2000,Leprosy,Metabolic,10.22,11.3,2.52,0-18,Female,769468,84.95,4.02,7.18,Surgery,45202,Yes,56.76,406,7.53,16844,0.46,83.88
India,2020,Polio,Parasitic,16.97,11.7,7.56,61+,Male,832414,84.48,1.25,2.31,Medication,24725,No,54.68,677,1.18,59980,0.84,72.86
France,2013,Alzheimer's Disease,Neurological,16.9,5.58,1.06,0-18,Other,666689,64.49,2.63,9.3,Vaccination,39091,No,68.7,2710,8.55,99758,0.78,23.39
Germany,2017,Hypertension,Bacterial,6.62,13.22,6.01,61+,Male,306693,96.22,2.11,9.49,Vaccination,47120,Yes,76.24,2568,0.69,5915,0.58,50.99
Canada,2017,Alzheimer's Disease,Respiratory,19.43,9.61,1.05,19-35,Other,167787,67.13,3.77,2.2,Medication,10911,Yes,50.77,2964,2.53,76830,0.69,75.38
Japan,2021,Leprosy,Respiratory,9.33,6.64,3.1,36-60,Other,355468,60.58,3.95,5.88,Medication,35024,Yes,59.62,2444,8.79,41759,0.64,60.55
Saudi Arabia,2014,Influenza,Viral,15.56,2.43,4.36,61+,Other,860635,92.56,4.77,9.59,Surgery,46596,Yes,91.07,3992,5.84,26493,0.79,73.76
Saudi Arabia,2002,Alzheimer's Disease,Chronic,7.86,4.58,2.88,19-35,Male,950633,58.15,1.36,4.94,Vaccination,42592,Yes,68.11,3434,1.59,91376,0.4,39.46
Mexico,2007,Asthma,Cardiovascular,4.46,11.94,6.77,61+,Female,559570,63.62,3.81,6.34,Surgery,13739,No,53.55,1313,8.6,87319,0.74,72.15
Mexico,2022,HIV/AIDS,Metabolic,18.5,8.79,4.94,61+,Other,880394,65.17,2.82,5.57,Vaccination,18026,No,56.37,1798,0.21,47972,0.72,37.88
India,2010,Zika,Autoimmune,11.26,4.51,5.8,19-35,Other,579728,74.23,2.23,9.58,Medication,43847,No,80.88,899,4.26,34990,0.79,71.67
Nigeria,2004,Dengue,Viral,4.11,7.99,8.17,19-35,Other,900405,81.39,2.02,4.37,Vaccination,35595,Yes,66.43,2715,1.41,74898,0.82,41.64
Russia,2017,Diabetes,Metabolic,17.82,8.2,1.28,61+,Female,451620,60.01,1.68,5.04,Vaccination,8137,No,51.34,4246,3.87,58167,0.79,61.12
Indonesia,2017,Measles,Autoimmune,18.44,1.87,0.48,19-35,Male,118087,84.96,1.38,3.9,Vaccination,1931,Yes,65.09,3884,9.72,46465,0.84,71.16
South Korea,2016,Tuberculosis,Parasitic,2.33,10.82,0.35,61+,Male,814157,87.54,2.36,5.1,Vaccination,33648,Yes,63.84,4718,6.37,24667,0.52,51.47
Mexico,2009,Hepatitis,Autoimmune,14.34,8.58,9.33,36-60,Male,972207,80.49,2.65,7.76,Medication,3172,Yes,59.26,2116,0.98,1142,0.44,79.45
Russia,2000,Polio,Infectious,6.37,14.81,0.53,61+,Other,888514,97.64,4.76,5.5,Therapy,29229,Yes,89.26,559,5.1,13150,0.5,75.57
Australia,2003,Parkinson's Disease,Genetic,6.5,8.23,8.84,0-18,Female,659134,57.92,3.73,2.98,Surgery,26490,No,63.85,4785,1.46,37856,0.64,73.61
Russia,2010,Influenza,Autoimmune,4.2,1.26,9.98,61+,Male,103474,58.72,4.99,6.83,Surgery,12193,Yes,68.43,1547,9.53,46089,0.65,72.04
Saudi Arabia,2015,Polio,Autoimmune,15.65,5.51,8.69,19-35,Other,212095,51.58,3.51,8.74,Vaccination,27180,No,50.48,304,4.66,27673,0.51,21.64
Saudi Arabia,2016,Hypertension,Genetic,7.96,1.29,2.34,0-18,Other,724358,92.16,3.44,1.18,Therapy,20960,Yes,55.55,3850,0.3,2988,0.54,36.41
Germany,2010,Malaria,Respiratory,10.59,3.96,3.1,61+,Other,22216,86.51,1.68,9.76,Surgery,38428,Yes,61.94,2476,0.27,32618,0.88,45.85
Nigeria,2016,Diabetes,Cardiovascular,4.88,5.29,3.16,36-60,Other,29349,91.6,4.5,6.87,Therapy,35616,Yes,77.88,1670,8.92,25600,0.73,61.11
China,2003,Parkinson's Disease,Cardiovascular,0.16,10.7,4.18,19-35,Female,275469,70.14,1.77,8.59,Medication,45588,No,57.0,589,6.04,64396,0.7,50.87
Italy,2007,Parkinson's Disease,Chronic,3.94,2.22,3.62,61+,Other,223541,85.65,4.86,0.76,Vaccination,34763,Yes,63.22,258,5.19,76205,0.85,82.55
France,2017,Zika,Viral,19.62,12.11,3.45,36-60,Male,96625,57.99,1.47,3.22,Therapy,36555,No,83.82,2047,8.39,58040,0.75,74.39
Russia,2016,Measles,Cardiovascular,17.78,11.03,4.82,19-35,Female,686058,97.78,0.63,7.72,Surgery,10911,No,79.07,4695,3.74,40967,0.54,25.05
France,2021,Parkinson's Disease,Parasitic,19.71,3.51,0.71,36-60,Other,511709,54.23,2.6,0.8,Surgery,12652,Yes,90.27,3487,6.17,64303,0.76,76.05
Brazil,2007,Influenza,Neurological,4.12,1.52,4.14,19-35,Other,535642,77.99,2.5,4.46,Therapy,44425,Yes,86.21,1477,5.87,66205,0.57,72.37
Turkey,2023,Rabies,Bacterial,19.41,3.46,1.33,0-18,Male,653177,62.37,2.55,4.19,Therapy,30443,Yes,57.79,4005,8.52,32131,0.9,80.09
Japan,2017,Hepatitis,Metabolic,1.7,11.46,9.45,36-60,Other,288496,61.75,2.7,7.4,Therapy,15196,Yes,67.06,508,7.55,51277,0.55,20.35
Germany,2021,Ebola,Metabolic,13.91,1.06,7.97,0-18,Female,272434,50.57,3.57,1.35,Vaccination,11549,No,90.02,2570,4.21,92555,0.59,35.74
Italy,2002,HIV/AIDS,Infectious,2.84,9.36,9.02,0-18,Female,541174,96.24,1.07,7.64,Medication,21608,No,97.11,2815,5.31,4468,0.53,78.77
UK,2018,Ebola,Bacterial,1.61,0.48,7.56,36-60,Other,406037,95.46,1.75,1.4,Surgery,33202,Yes,93.64,2544,4.03,69702,0.51,21.1
Germany,2024,Cancer,Infectious,12.01,1.51,3.18,0-18,Male,259319,80.1,4.89,4.31,Therapy,39812,Yes,53.77,989,9.04,73404,0.43,87.3
Germany,2012,Hypertension,Infectious,14.75,14.73,1.1,36-60,Male,127107,73.01,3.15,7.94,Therapy,24714,Yes,64.74,1396,8.83,47367,0.67,83.36
China,2016,Parkinson's Disease,Parasitic,13.52,5.46,6.12,61+,Male,37894,58.63,3.8,3.89,Medication,22494,No,59.32,568,8.24,8379,0.51,77.96
Saudi Arabia,2017,Parkinson's Disease,Neurological,6.82,14.02,5.29,0-18,Male,613036,63.75,2.53,8.96,Therapy,45782,Yes,88.31,3227,2.21,38675,0.52,69.66
Canada,2022,Malaria,Metabolic,1.44,12.42,2.45,19-35,Female,372941,80.64,2.37,5.51,Vaccination,36132,Yes,93.16,4986,6.4,71957,0.73,76.69
Brazil,2004,Rabies,Infectious,17.91,8.86,5.83,0-18,Other,982608,60.45,0.77,4.4,Vaccination,23427,No,67.22,252,7.74,30030,0.59,24.56
China,2017,Malaria,Autoimmune,3.3,14.08,5.05,0-18,Male,935576,92.88,0.65,7.46,Surgery,17328,Yes,51.22,611,9.88,54932,0.7,78.84
Saudi Arabia,2004,Parkinson's Disease,Viral,10.16,1.92,0.78,36-60,Female,581957,84.45,1.65,3.33,Surgery,38402,Yes,96.61,3073,2.5,21652,0.85,50.16
Argentina,2012,Tuberculosis,Neurological,9.19,12.72,3.68,61+,Male,532126,98.17,1.21,6.2,Surgery,9669,Yes,87.24,1215,0.94,9417,0.72,53.54
USA,2011,Diabetes,Bacterial,1.46,11.63,1.77,61+,Other,131430,79.33,1.75,4.63,Surgery,32407,Yes,56.86,3635,7.34,21759,0.75,64.09
India,2010,Diabetes,Metabolic,11.63,4.61,6.0,61+,Other,252579,78.64,4.08,3.61,Vaccination,25843,Yes,59.4,4653,0.74,67483,0.73,27.47
India,2022,Polio,Parasitic,10.36,7.99,5.8,19-35,Male,66608,63.32,0.83,9.21,Surgery,18397,Yes,88.66,2526,0.71,51286,0.54,23.84
Italy,2013,Cancer,Chronic,9.99,0.73,9.03,61+,Male,614737,60.99,2.6,3.81,Medication,30540,No,70.35,4541,3.41,5584,0.87,57.91
Turkey,2013,Diabetes,Bacterial,4.37,3.96,4.8,61+,Male,240444,68.13,4.66,5.98,Vaccination,14840,No,87.72,3234,9.56,26578,0.8,43.83
Mexico,2003,Polio,Parasitic,5.3,12.15,7.68,0-18,Male,691312,52.38,2.81,5.36,Therapy,34162,Yes,92.28,519,6.32,49659,0.44,62.58
Nigeria,2007,Rabies,Metabolic,2.16,10.75,7.18,19-35,Male,577194,56.32,2.55,3.19,Therapy,37264,Yes,50.9,3116,1.98,84244,0.72,61.25
South Korea,2023,Zika,Cardiovascular,0.93,9.29,7.65,19-35,Male,840677,55.18,3.31,3.65,Vaccination,22237,Yes,75.5,4719,7.99,49637,0.44,31.97
India,2020,Tuberculosis,Metabolic,10.72,7.98,4.71,0-18,Other,533202,58.48,4.17,8.62,Therapy,3413,No,59.41,2676,1.65,85354,0.87,23.88
Russia,2005,Diabetes,Parasitic,11.93,2.18,5.29,19-35,Other,540989,51.95,0.66,5.87,Therapy,45735,Yes,94.81,4318,7.58,90943,0.53,82.9
South Korea,2004,Dengue,Autoimmune,3.73,13.07,0.26,19-35,Male,911125,90.0,2.41,1.63,Vaccination,16594,Yes,88.32,1865,3.09,74995,0.48,89.9
Indonesia,2022,Diabetes,Cardiovascular,16.52,4.63,4.54,19-35,Male,358095,75.6,2.65,2.43,Vaccination,37444,No,94.21,1632,5.51,96893,0.9,30.01
Indonesia,2010,Leprosy,Infectious,10.08,0.85,4.77,0-18,Other,61877,97.93,2.06,6.02,Vaccination,4657,No,63.38,561,7.77,52978,0.87,59.16
Italy,2019,HIV/AIDS,Cardiovascular,15.57,13.31,0.66,36-60,Other,985372,54.29,4.56,5.85,Therapy,14316,Yes,68.52,4229,8.8,36803,0.61,42.34
Argentina,2020,Malaria,Autoimmune,2.21,10.05,7.41,19-35,Other,138574,80.04,2.5,2.04,Medication,25557,No,77.72,4074,7.04,99936,0.54,31.58
UK,2013,Cancer,Respiratory,1.03,14.47,0.45,61+,Male,506249,67.85,1.23,3.95,Medication,41136,Yes,96.4,2498,3.87,88085,0.46,56.64
Indonesia,2005,Parkinson's Disease,Parasitic,11.25,7.78,2.5,0-18,Female,36739,70.63,2.29,0.63,Medication,47113,No,95.58,1878,7.36,86623,0.53,67.06
Japan,2012,Tuberculosis,Viral,12.35,4.99,6.03,61+,Male,810115,98.48,3.75,4.21,Surgery,20656,No,73.18,3143,9.07,40230,0.82,28.86
India,2001,HIV/AIDS,Viral,9.3,13.47,9.29,61+,Female,191529,69.08,2.3,2.39,Medication,32771,No,76.88,2194,5.7,54890,0.45,42.02
China,2012,Zika,Respiratory,10.22,13.95,8.69,19-35,Male,187366,98.44,3.94,9.83,Surgery,8081,No,81.11,3106,1.65,59657,0.57,50.71
Nigeria,2023,Ebola,Respiratory,14.57,6.82,2.56,19-35,Female,95661,75.55,2.68,3.74,Therapy,19636,No,72.02,1035,3.69,15226,0.49,29.78
Turkey,2013,Dengue,Autoimmune,17.35,5.51,3.51,61+,Other,880237,78.0,1.52,1.75,Surgery,38476,No,61.91,708,7.87,90263,0.53,81.92
Germany,2009,Leprosy,Autoimmune,12.7,5.52,3.96,61+,Male,903173,60.29,1.36,5.94,Surgery,47476,No,66.17,4852,0.0,59824,0.41,40.93
South Africa,2003,COVID-19,Viral,7.15,9.8,2.85,61+,Male,11623,53.31,1.38,2.32,Surgery,8104,Yes,91.8,2655,8.55,56677,0.42,78.31
Nigeria,2021,Zika,Viral,7.42,9.75,5.92,0-18,Female,931489,76.85,4.63,8.79,Vaccination,44450,Yes,93.02,946,3.79,97697,0.82,38.22
UK,2011,Malaria,Viral,8.54,0.24,3.03,0-18,Male,224315,84.81,1.18,7.87,Medication,44264,Yes,59.05,4861,2.44,15110,0.7,75.51
Canada,2019,Diabetes,Neurological,11.54,11.42,0.4,19-35,Male,929075,80.78,2.86,2.3,Therapy,34314,No,71.5,1517,1.66,47104,0.48,44.64
UK,2006,Zika,Neurological,5.54,5.89,5.14,61+,Male,618036,82.63,3.85,5.6,Therapy,10364,Yes,66.55,925,3.38,96543,0.59,88.1
South Korea,2004,Influenza,Parasitic,15.38,7.68,1.45,19-35,Male,905345,73.49,5.0,0.71,Therapy,1432,No,92.84,146,5.17,8829,0.77,76.35
Saudi Arabia,2020,Ebola,Infectious,2.09,2.26,3.8,61+,Female,118338,65.56,3.79,1.07,Therapy,39159,No,77.89,2022,2.71,32541,0.59,29.75
Japan,2011,Diabetes,Autoimmune,5.25,12.65,4.39,36-60,Female,804142,77.23,4.78,1.2,Vaccination,48346,Yes,67.33,1188,8.12,67576,0.42,56.53
South Africa,2017,Cancer,Neurological,3.84,10.42,3.05,0-18,Female,793360,51.86,2.69,2.31,Medication,38429,Yes,95.01,7,1.73,52056,0.71,62.54
China,2007,Zika,Autoimmune,7.6,9.39,1.14,19-35,Female,639564,91.64,0.84,2.69,Therapy,12439,No,70.62,517,2.1,26529,0.71,76.77
Italy,2014,HIV/AIDS,Respiratory,0.22,3.32,6.48,19-35,Other,240092,80.08,3.3,2.21,Surgery,28747,Yes,62.14,3389,9.99,3513,0.48,26.71
Brazil,2016,Hepatitis,Autoimmune,4.61,3.96,3.83,36-60,Female,555568,94.36,0.73,3.6,Therapy,406,No,82.66,370,8.27,66799,0.86,69.69
Indonesia,2003,Ebola,Respiratory,15.81,14.06,6.42,61+,Other,776973,79.18,4.98,7.29,Surgery,45007,No,56.66,4074,1.46,78874,0.8,85.08
Germany,2011,Rabies,Respiratory,3.5,6.26,6.59,61+,Other,658066,56.94,2.8,3.85,Therapy,47082,No,52.16,4445,0.99,50720,0.53,32.74
Germany,2004,Cholera,Respiratory,15.07,2.41,7.46,36-60,Female,686644,75.85,4.86,8.74,Medication,4139,Yes,81.75,3401,4.29,47610,0.48,24.15
Japan,2011,Malaria,Chronic,14.94,9.49,7.65,19-35,Male,913770,82.52,4.76,3.43,Vaccination,42228,Yes,98.8,439,5.95,25452,0.86,84.33
Saudi Arabia,2022,Asthma,Autoimmune,15.05,13.24,9.18,0-18,Other,657837,51.08,0.98,3.29,Surgery,40979,No,51.35,3378,4.39,17574,0.84,42.9
Russia,2005,Ebola,Autoimmune,3.76,11.3,7.52,61+,Other,481063,86.86,4.27,1.8,Vaccination,26777,No,52.12,2549,6.79,16620,0.81,21.75
Italy,2017,Rabies,Viral,0.83,4.09,1.77,36-60,Female,166734,66.78,4.0,0.55,Vaccination,35074,No,65.96,1729,5.06,11889,0.62,60.46
USA,2001,Polio,Bacterial,3.09,14.85,4.83,19-35,Other,723676,77.95,4.5,6.11,Medication,47947,Yes,82.47,2607,5.55,96854,0.6,61.82
Brazil,2010,Diabetes,Bacterial,1.55,4.4,9.73,61+,Other,890815,50.33,2.07,8.39,Medication,33649,Yes,95.42,1342,0.82,24901,0.87,30.99
France,2009,Dengue,Neurological,1.5,8.98,0.78,36-60,Other,355582,78.0,1.44,2.76,Surgery,30337,No,97.65,4152,9.8,53977,0.41,65.39
Nigeria,2017,Rabies,Respiratory,9.39,13.71,6.92,0-18,Male,784299,64.26,0.87,5.62,Vaccination,19828,Yes,86.95,1105,7.9,55259,0.68,66.98
Turkey,2010,Rabies,Metabolic,4.88,3.61,9.71,61+,Female,333645,78.66,2.14,8.4,Vaccination,6183,Yes,75.96,3906,3.01,56971,0.54,20.33
Mexico,2007,Hypertension,Chronic,4.32,14.43,0.18,19-35,Other,224883,55.02,1.99,0.71,Medication,1181,Yes,66.47,2805,3.44,90531,0.75,32.02
Argentina,2012,Cholera,Metabolic,18.15,14.59,6.78,19-35,Male,798191,84.16,1.42,8.97,Vaccination,34005,No,59.72,4701,8.81,67292,0.48,45.8
Germany,2021,COVID-19,Genetic,13.9,2.47,1.45,61+,Male,531149,94.27,1.26,7.8,Surgery,8269,No,80.24,1425,5.02,503,0.81,74.53
UK,2023,Measles,Infectious,12.01,14.69,8.43,0-18,Other,214230,91.43,2.65,5.57,Medication,188,Yes,84.53,1252,9.44,9333,0.4,36.14
France,2013,Leprosy,Viral,6.36,13.88,9.45,36-60,Female,121566,96.01,4.1,9.03,Vaccination,21359,No,98.74,2707,6.78,47738,0.54,40.66
USA,2001,Polio,Parasitic,18.58,12.69,4.94,36-60,Female,326677,60.39,1.97,7.33,Medication,17806,Yes,88.04,2423,1.46,65236,0.61,68.94
Germany,2006,Asthma,Infectious,15.49,5.96,2.56,61+,Male,468270,55.18,1.97,2.32,Vaccination,14524,Yes,95.55,4465,2.76,42093,0.48,87.86
Nigeria,2024,Malaria,Autoimmune,5.73,14.29,6.92,0-18,Male,955062,70.95,3.4,6.65,Therapy,9069,Yes,92.27,3684,4.81,68077,0.61,60.44
South Africa,2018,Measles,Neurological,5.13,12.94,9.29,19-35,Other,986117,59.24,2.76,9.79,Vaccination,46455,Yes,93.51,84,4.22,28294,0.54,41.37
Indonesia,2009,HIV/AIDS,Respiratory,2.38,5.43,8.14,0-18,Female,252354,63.0,2.37,0.62,Vaccination,42499,Yes,85.4,4657,6.64,57527,0.48,71.3
Germany,2019,Asthma,Autoimmune,12.65,7.75,6.67,36-60,Male,288287,85.61,4.36,6.9,Vaccination,43556,Yes,71.0,2579,2.17,55307,0.4,53.83
France,2012,Tuberculosis,Viral,3.11,13.17,8.9,36-60,Female,572821,71.36,2.58,0.88,Medication,32024,No,55.6,162,4.32,18246,0.43,81.53
USA,2012,COVID-19,Autoimmune,5.2,1.37,2.45,36-60,Other,955270,75.64,3.18,6.76,Medication,37640,Yes,80.83,3772,1.97,42933,0.82,46.23
USA,2024,Zika,Metabolic,6.7,4.73,7.54,61+,Male,679583,78.37,1.12,2.57,Surgery,26637,No,97.35,1069,7.85,7409,0.55,25.77
China,2008,Asthma,Autoimmune,7.32,13.33,0.42,0-18,Female,276034,55.86,2.18,8.75,Therapy,45660,No,51.81,4116,4.82,3841,0.52,37.86
USA,2003,Rabies,Infectious,4.22,6.33,1.22,19-35,Other,976654,50.19,4.06,8.13,Therapy,30337,No,60.41,1709,5.41,79039,0.64,53.77
Indonesia,2011,Hepatitis,Genetic,0.97,5.91,1.66,61+,Female,111823,58.56,4.27,4.14,Medication,23781,Yes,72.34,4647,3.68,58598,0.73,86.7
Argentina,2020,Measles,Parasitic,19.13,5.81,7.89,19-35,Female,850397,70.48,1.93,8.11,Surgery,42372,Yes,74.36,519,7.14,79068,0.63,34.84
Germany,2018,Parkinson's Disease,Infectious,7.58,1.82,1.4,19-35,Other,216317,91.98,2.61,0.58,Surgery,19591,No,77.03,3578,4.09,52380,0.56,53.33
South Africa,2007,Rabies,Respiratory,13.47,5.62,3.46,36-60,Female,269504,89.0,1.2,8.84,Therapy,21836,No,96.7,3366,2.47,80211,0.44,45.39
USA,2022,Ebola,Viral,9.09,12.86,6.25,61+,Female,107517,54.83,3.58,8.47,Vaccination,18517,No,60.38,785,2.23,34281,0.86,88.27
France,2005,Leprosy,Neurological,5.39,8.18,6.17,0-18,Male,171315,71.77,1.54,7.65,Therapy,3213,No,51.45,2909,9.81,95387,0.72,55.39
Germany,2007,Measles,Genetic,19.98,4.84,8.76,61+,Male,274762,50.19,1.03,3.91,Vaccination,34154,No,56.55,3918,0.8,96668,0.77,33.22
Canada,2013,Zika,Respiratory,19.7,9.79,3.69,61+,Male,376448,93.33,1.76,9.17,Vaccination,41910,No,84.76,3754,8.52,36391,0.86,43.09
Nigeria,2006,COVID-19,Viral,17.4,2.23,8.42,19-35,Male,378088,89.25,3.83,9.31,Vaccination,47507,Yes,64.99,2801,2.2,52215,0.83,79.83
China,2014,HIV/AIDS,Respiratory,13.48,0.93,8.93,36-60,Male,748742,63.34,4.12,6.53,Vaccination,15725,No,80.72,211,8.27,66563,0.69,33.44
Germany,2012,Hepatitis,Parasitic,4.75,8.88,2.72,19-35,Male,284073,62.14,1.01,7.86,Vaccination,28783,Yes,92.1,1997,6.88,44730,0.84,27.75
Indonesia,2007,Tuberculosis,Cardiovascular,1.11,10.4,4.82,36-60,Male,230880,67.68,2.75,8.86,Medication,31673,No,94.46,1787,6.94,46434,0.84,52.37
Indonesia,2009,Malaria,Chronic,13.48,9.3,2.21,0-18,Other,719096,71.08,2.61,2.49,Therapy,8271,No,97.55,3878,1.6,55923,0.59,24.67
Mexico,2018,Tuberculosis,Infectious,2.89,14.68,2.55,36-60,Other,483266,79.2,0.63,4.8,Vaccination,31364,Yes,59.45,4475,4.29,31929,0.69,35.14
Indonesia,2002,HIV/AIDS,Bacterial,6.81,8.13,8.0,61+,Female,347554,62.5,2.21,2.17,Medication,41033,Yes,78.07,1606,4.14,77251,0.74,37.76
Brazil,2018,Hypertension,Viral,11.1,10.17,5.86,61+,Male,959482,58.11,4.12,3.96,Vaccination,12247,No,70.24,55,8.36,46337,0.8,63.84
India,2000,Asthma,Genetic,4.48,2.23,9.73,19-35,Other,217369,77.38,4.16,4.43,Surgery,37195,Yes,78.74,465,6.34,74063,0.83,39.25
Russia,2020,HIV/AIDS,Chronic,18.05,11.63,1.87,61+,Other,42352,69.86,2.97,3.65,Therapy,19025,Yes,57.74,1584,7.48,20662,0.79,47.86
Argentina,2023,Dengue,Chronic,8.18,7.56,4.04,36-60,Male,931045,58.11,4.72,5.46,Therapy,29295,Yes,73.27,226,3.27,75688,0.6,50.59
Saudi Arabia,2024,Ebola,Parasitic,16.64,7.8,3.99,36-60,Other,453023,68.99,0.96,3.17,Vaccination,5572,No,82.86,3495,5.24,22091,0.73,30.18
Mexico,2018,Alzheimer's Disease,Chronic,5.74,3.22,7.12,61+,Other,794498,54.33,2.49,3.07,Surgery,42891,No,72.43,2694,4.97,97195,0.46,64.33
